,AdaBoost_50,_id,buy_and_hold_50,elonmusk,katyperry,teslamotors,returns
20,-0.00205486715757,5781ff5b4a72502141cf4d8d,-0.00191927896786,0.341403137743,0.428788157956,0.229808704301,-0.000135588189704
89,-0.00206672391393,578206f74a72502142286c39,-0.00192542196788,0.206518428646,0.373278357722,0.420203213632,-0.000141301946049
123,-0.00196909660261,57820be34a7250318d1eb125,-0.0018120822523,0.0684983268346,0.563589279164,0.367912394001,-0.000157014350311
27,-0.00183255751618,578200404a72502142286c29,-0.00167151486484,0.520020752653,0.0281132742796,0.451865973067,-0.000161042651338
116,-0.00205841128433,57820b6d4a7250318f3d8a07,-0.00189447841176,0.623098152859,0.309642668319,0.0672591788217,-0.000163932872579
205,-0.00199052276616,578242bb4a72503834a8d18c,-0.00181586752645,0.497061304321,0.0228927317504,0.480045963929,-0.000174655239713
149,-0.00215454840858,57820ede4a7250318d1eb12c,-0.00193720821462,0.212565816032,0.231804253095,0.555629930873,-0.000217340193966
118,-0.0020583769668,57820b714a725031900cd7fb,-0.00183261708719,0.391632535967,0.0598485701186,0.548518893914,-0.000225759879617
97,-0.00239632785258,578207d44a72502142286c3b,-0.00216729063935,0.112448838815,0.527801894593,0.359749266593,-0.000229037213232
199,-0.00218116996265,578213e74a7250318e71fd4c,-0.00194469344079,0.201698526959,0.512403519895,0.285897953145,-0.000236476521855
91,-0.00222892566995,5782073a4a7250214490fb0f,-0.00198843236839,0.4915413964,0.259403317746,0.249055285853,-0.000240493301554
6,-0.00222904492138,5781fe0b4a72502142286c24,-0.00197771044923,0.566441324782,0.180407695814,0.253150979405,-0.000251334472144
93,-0.00226100985661,5782076b4a72502142286c3a,-0.00199618475971,0.533337999853,0.398811807066,0.0678501930811,-0.000264825096895
165,-0.00215176355576,578210834a7250318d1eb130,-0.0018793602102,0.334856609912,0.238346206913,0.426797183175,-0.000272403345564
77,-0.00230876497182,578205b04a72502142286c36,-0.00201960111531,0.2617653737,0.160881952787,0.577352673513,-0.000289163856516
79,-0.00235670132882,578205e94a7250214490fb0c,-0.00205203146011,0.532422165303,0.411986862331,0.0555909723668,-0.000304669868709
38,-0.00225898407633,5782018a4a7250214490fb02,-0.00192003028598,0.198805166784,0.714823762642,0.0863710705733,-0.000338953790353
17,-0.00245615170937,5781ff584a7250214490fafd,-0.0020325686384,0.135646184368,0.444305382884,0.420048432748,-0.00042358307097
3,-0.00258703915173,5781fd964a72502143184c0d,-0.00211540216594,0.0967360796599,0.458268517351,0.444995402989,-0.000471636985792
99,-0.00238301550614,578207fa4a72502143184c25,-0.00190582694939,0.0794746948407,0.515858783713,0.404666521446,-0.000477188556754
30,-0.00229680193538,578200af4a72502142286c2a,-0.00175952258276,0.12748028185,0.507650431401,0.364869286748,-0.00053727935262
69,-0.00237732362866,578204d54a72502142286c34,-0.00183338123114,0.345906381933,0.497695029308,0.156398588759,-0.000543942397514
72,-0.00214787991279,578205164a72502143184c1e,-0.00157817335377,0.0204379559323,0.301789711726,0.677772332342,-0.000569706559015
142,-0.00251309322322,57820e054a7250318e71fd3e,-0.00192276558998,0.353110046777,0.0102235437558,0.636666409467,-0.000590327633237
37,-0.00217546665629,578201564a72502142286c2c,-0.00158199905771,0.376485295806,0.222339494236,0.401175209958,-0.000593467598578
256,-0.00234171653522,578248264a7250383670aa43,-0.00172536965178,0.0461732448818,0.340763971456,0.613062783663,-0.000616346883436
23,-0.00289019428229,5781ffce4a72502141cf4d8e,-0.0022565826479,0.684766006796,0.246705877287,0.0685281159165,-0.000633611634391
115,-0.00231593169766,57820b064a7250318d1eb123,-0.00168044476323,0.308222275255,0.187527886424,0.504249838321,-0.000635486934434
59,-0.00250559469392,578203c24a72502141cf4d97,-0.00186374495847,0.136757820417,0.771170025129,0.0920721544541,-0.000641849735443
43,-0.0026630746702,578201fd4a72502141cf4d93,-0.00200991347439,0.138497349069,0.632950178851,0.228552472081,-0.000653161195818
255,-0.00251303640896,578247f54a72503834a8d198,-0.00182666325081,0.668253105358,0.152231992799,0.179514901843,-0.000686373158155
107,-0.00217017121773,57820a274a7250318d1eb121,-0.00148372165966,0.0241561841013,0.254200821143,0.721642994756,-0.000686449558072
245,-0.00272984085698,578247014a72503835bf9bff,-0.00200211096903,0.461414462259,0.135996105704,0.402589432037,-0.000727729887949
53,-0.00265854645831,578203164a72502142286c30,-0.00184474228116,0.708443252482,0.0450027063008,0.246554041217,-0.000813804177146
46,-0.00265938691752,578202654a7250214490fb04,-0.00181947313253,0.01450667005,0.783436860855,0.202056469095,-0.000839913784987
10,-0.00254097783231,5781fe7e4a72502143184c0f,-0.00168824659868,0.398402328955,0.101067900491,0.500529770554,-0.000852731233637
251,-0.0027582973903,578247874a72503834a8d197,-0.00174992390528,0.115574554073,0.359507231056,0.524918214871,-0.00100837348502
110,-0.00298170116802,57820a934a7250318f3d8a05,-0.00179867359113,0.358164868227,0.230110584295,0.411724547478,-0.00118302757688
190,-0.00307894115319,578213134a7250318f3d8a19,-0.00186432505587,0.335115411919,0.382634293198,0.282250294883,-0.00121461609733
103,-0.00333665609767,578209b34a7250318d1eb120,-0.00194370014054,0.230089110662,0.281889807486,0.488021081852,-0.00139295595713
121,-0.0034245016419,57820bdf4a7250318f3d8a08,-0.00183606253396,0.456685108135,0.0712781016428,0.472036790222,-0.00158843910794
200,,578242194a7250383670aa35,-0.00278882597827,0.467558929924,0.00868188964467,0.523759180431,
